areacd,category,value
E01019610,Gross value added,18.252
E01019611,Gross value added,34.637
E01019612,Gross value added,37.922
E01019613,Gross value added,76.226
E01019614,Gross value added,21.532
E01019615,Gross value added,30.109
E01019616,Gross value added,50.391
E01019617,Gross value added,22.955
E01019618,Gross value added,14.375
E01019619,Gross value added,25.115
E01019620,Gross value added,19.414
E01019621,Gross value added,34.257
E01019622,Gross value added,22.527
E01019623,Gross value added,173.743
E01019624,Gross value added,27.814
E01019625,Gross value added,6.153
E01019626,Gross value added,9.296
E01019627,Gross value added,30.834
E01019628,Gross value added,23.488
E01019629,Gross value added,30.968
E01019630,Gross value added,42.505
E01019631,Gross value added,25.914
E01019632,Gross value added,64.693
E01019633,Gross value added,8.089
E01019634,Gross value added,35.026
E01019635,Gross value added,5.598
E01019636,Gross value added,29.863
E01019638,Gross value added,23.69
E01019639,Gross value added,16.925
E01019640,Gross value added,58.821
E01019641,Gross value added,9.463
E01019642,Gross value added,10.736
E01019643,Gross value added,30.344
E01019644,Gross value added,5.286
E01019645,Gross value added,23.69
E01019646,Gross value added,6.658
E01019647,Gross value added,76.673
E01019648,Gross value added,7.431
E01019649,Gross value added,24.324
E01019650,Gross value added,10.583
E01019651,Gross value added,9.899
E01019652,Gross value added,19.838
E01019653,Gross value added,26.012
E01019654,Gross value added,14.896
E01019655,Gross value added,10.454
E01019656,Gross value added,70.006
E01019657,Gross value added,25.786
E01019658,Gross value added,138.569
E01019659,Gross value added,19.788
E01019660,Gross value added,38.593
E01019661,Gross value added,56.872
E01019662,Gross value added,23.353
E01019663,Gross value added,6.691
E01019664,Gross value added,2.809
E01019665,Gross value added,11.218
E01019666,Gross value added,10.341
E01019667,Gross value added,5.276
E01019668,Gross value added,8.499
E01019669,Gross value added,9.293
E01019670,Gross value added,9.721
E01019671,Gross value added,79.638
E01019672,Gross value added,78.214
E01019673,Gross value added,28.944
E01019674,Gross value added,8.144
E01019675,Gross value added,127.194
E01019676,Gross value added,10.153
E01019677,Gross value added,11.397
E01019678,Gross value added,49.443
E01019679,Gross value added,44.184
E01019680,Gross value added,10.598
E01019681,Gross value added,41.794
E01019682,Gross value added,52.226
E01019683,Gross value added,10.537
E01019684,Gross value added,6.882
E01019685,Gross value added,17.328
E01019686,Gross value added,18.211
E01019687,Gross value added,4.072
E01019688,Gross value added,53.109
E01019689,Gross value added,11.262
